"";"other";"methanotroph"
"JERC_006-M-2-0-20140805";0.993402638944422;0.00659736105557777
"JERC_006-M-21-39-20140710";0.998200719712115;0.00179928028788485
"JERC_006-M-2-33-20140710";0.999600159936026;0.00039984006397441
"JERC_006-M-39-30-20140805";0.993802479008397;0.00619752099160336
"JERC_006-M-8-11-20140805";0.99640143942423;0.00359856057576969
"JERC_008-M-23-30-20140805";0.999800079968013;0.000199920031987205
"JERC_008-M-33-4-20140805";0.99860055977609;0.00139944022391044
"JERC_047-M-3-32-20140805";0.997001199520192;0.00299880047980808
"JERC_047-M-36-16-20140805";0.998000799680128;0.00199920031987205
"JERC_047-M-6-12-20140805";0.994402239104358;0.00559776089564174
"JERC_048-M-19-30-20140805";0.994602159136345;0.00539784086365454
"JERC_048-M-27-8-20140805";0.994202319072371;0.00579768092762895
"JERC_048-M-31-3-20140805";0.999800079968013;0.000199920031987205
"JERC_049-M-18-17-20140805";0.994802079168333;0.00519792083166733
"JERC_049-M-2-27-20140805";0.991803278688525;0.00819672131147541
"ORNL_001-O-17-34-20140715";0.993002798880448;0.00699720111955218
"ORNL_002-O-5-26-20140714";0.987604958016793;0.0123950419832067
"ORNL_003-O-9-11-20140714";0.977209116353459;0.0227908836465414
"ORNL_021-O-15-33-20140714";0.993802479008397;0.00619752099160336
"ORNL_027-O-2-33-20140715";0.994402239104358;0.00559776089564174
"ORNL_029-O-9-2-20140714";0.995601759296281;0.00439824070371851
"ORNL_031-O-11-3-20140714";0.998200719712115;0.00179928028788485
"ORNL_037-O-4-23-20140715";0.989004398240704;0.0109956017592963
"ORNL_043-O-2-27-20140715";0.96281487405038;0.0371851259496202
"OSBS_001-M-17-34-20140701";0.982407037185126;0.0175929628148741
"OSBS_001-M-17-34-20140818";0.975209916033587;0.0247900839664134
"OSBS_001-M-26-3-20140701";0.982606957217113;0.0173930427828868
"OSBS_001-M-26-3-20140818";0.974010395841663;0.0259896041583367
"OSBS_001-M-29-2-20140701";0.983406637345062;0.016593362654938
"OSBS_001-M-29-2-20140818";0.980007996801279;0.0199920031987205
"OSBS_002-M-12-7-20140701";0.995401839264294;0.00459816073570572
"OSBS_002-M-12-7-20140818";0.997800879648141;0.00219912035185926
"OSBS_002-M-35-24-20140701";0.993602558976409;0.00639744102359056
"OSBS_002-M-35-24-20140818";0.99140343862455;0.00859656137544982
"OSBS_002-M-5-26-20140701";0.99860055977609;0.00139944022391044
"OSBS_003-M-17-9-20140701";0.98780487804878;0.0121951219512195
"OSBS_003-M-17-9-20140818";0.990803678528589;0.00919632147141144
"OSBS_003-M-29-37-20140701";0.99140343862455;0.00859656137544982
"OSBS_003-M-29-37-20140818";0.992403038784486;0.00759696121551379
"OSBS_003-M-9-11-20140701";0.991203518592563;0.00879648140743703
"OSBS_003-M-9-11-20140818";0.997001199520192;0.00299880047980808
"OSBS_022-M-15-33-20140701";0.996601359456218;0.00339864054378249
"OSBS_022-M-21-39-20140701";0.995601759296281;0.00439824070371851
"OSBS_022-M-2-33-20140701";0.993002798880448;0.00699720111955218
"SCBI_002-M-1-6-20140715";0.99860055977609;0.00139944022391044
"SCBI_002-M-26-3-20140618";0.994802079168333;0.00519792083166733
"SCBI_002-M-7-5-20140715";0.998200719712115;0.00179928028788485
"SCBI_002-M-9-17-20140715";0.998200719712115;0.00179928028788485
"SCBI_003-M-11-0-20140715";0.999000399840064;0.000999600159936026
"SCBI_003-M-13-6-20140618";0.999800079968013;0.000199920031987205
"SCBI_003-M-27-36-20140715";0.999800079968013;0.000199920031987205
"SCBI_003-M-30-5-20140715";0.994802079168333;0.00519792083166733
"SCBI_003-M-35-24-20140618";0.997201119552179;0.00279888044782087
"SCBI_003-M-5-26-20140618";0.997800879648141;0.00219912035185926
"SCBI_006-M-15-7-20140827";0.996801279488205;0.00319872051179528
"SCBI_006-M-1-7-20140715";0.993202718912435;0.00679728108756497
"SCBI_006-M-17-9-20140618";0.995801679328269;0.00419832067173131
"SCBI_006-M-27-2-20140715";0.996001599360256;0.0039984006397441
"SCBI_006-M-29-37-20140618";0.996601359456218;0.00339864054378249
"SCBI_006-M-3-26-20140715";0.997401039584166;0.00259896041583367
"SCBI_006-M-33-11-20140826";0.996601359456218;0.00339864054378249
"SCBI_006-M-4-7-20140826";0.99500199920032;0.00499800079968013
"SCBI_006-M-9-11-20140618";0.999800079968013;0.000199920031987205
"SCBI_012-M-0-30-20140825";0.995801679328269;0.00419832067173131
"SCBI_012-M-15-33-20140618";0.999800079968013;0.000199920031987205
"SCBI_012-M-16-7-20140825";0.996801279488205;0.00319872051179528
"SCBI_012-M-21-38-20140715";0.996201519392243;0.0037984806077569
"SCBI_012-M-21-39-20140618";0.996801279488205;0.00319872051179528
"SCBI_012-M-23-28-20140825";0.994002399040384;0.00599760095961615
"SCBI_012-M-2-33-20140618";0.996601359456218;0.00339864054378249
"SCBI_012-M-33-4-20140715";0.992802878848461;0.00719712115153938
"SCBI_033-M-36-16-20140826";0.997001199520192;0.00299880047980808
"SCBI_033-M-4-38-20140826";0.996801279488205;0.00319872051179528
"SCBI_033-M-6-12-20140826";0.997001199520192;0.00299880047980808
"SCBI_045-M-23-30-20140825";0.996801279488205;0.00319872051179528
"SCBI_045-M-30-38-20140825";0.99860055977609;0.00139944022391044
"STER_005-M-0-30-20140820";0.994402239104358;0.00559776089564174
"STER_005-M-16-7-20140820";0.995601759296281;0.00439824070371851
"STER_005-M-23-38-20140820";0.99640143942423;0.00359856057576969
"STER_006-M-1-6-20140722";0.998200719712115;0.00179928028788485
"STER_006-M-22-32-20140820";0.998000799680128;0.00199920031987205
"STER_006-M-30-37-20140820";0.997001199520192;0.00299880047980808
"STER_006-M-7-0-20140820";0.995801679328269;0.00419832067173131
"STER_006-M-7-5-20140722";0.996001599360256;0.0039984006397441
"STER_018-M-15-7-20140820";0.995801679328269;0.00419832067173131
"STER_018-M-4-7-20140820";0.995201919232307;0.00479808076769292
"STER_026-M-10-34-20140820";0.999800079968013;0.000199920031987205
"STER_026-M-11-0-20140722";0.996601359456218;0.00339864054378249
"STER_026-M-25-6-20140820";0.999800079968013;0.000199920031987205
"STER_026-M-27-36-20140722";0.995601759296281;0.00439824070371851
"STER_026-M-30-5-20140723";0.997600959616154;0.00239904038384646
"STER_026-M-9-4-20140820";0.999600159936026;0.00039984006397441
"STER_027-M-33-0-20140723";0.996801279488205;0.00319872051179528
"STER_028-M-20-40-20140722";0.997800879648141;0.00219912035185926
"STER_028-M-21-38-20140722";0.999800079968013;0.000199920031987205
"STER_028-M-33-4-20140722";0.997800879648141;0.00219912035185926
"STER_033-M-23-30-20140723";0.992203118752499;0.007796881247501
"STER_033-M-30-38-20140723";0.999800079968013;0.000199920031987205
"STER_033-M-33-4-20140723";0.999800079968013;0.000199920031987205
"STER_034-M-19-30-20140723";0.999800079968013;0.000199920031987205
"STER_035-M-33-17-20140723";0.999400239904038;0.000599760095961615
"TALL_001-M-2-23-20140903";0.993002798880448;0.00699720111955218
"TALL_001-M-28-23-20140903";0.992203118752499;0.007796881247501
"TALL_001-O-2-23-20140903";0.977209116353459;0.0227908836465414
"TALL_001-O-27-7-20140903";0.966213514594162;0.0337864854058377
"TALL_001-O-28-23-20140903";0.987005197920832;0.0129948020791683
"TALL_002-M-36-24-20140903";0.992003198720512;0.0079968012794882
"TALL_002-M-8-40-20140903";0.994402239104358;0.00559776089564174
"TALL_002-M-8-8-20140903";0.992602958816473;0.00739704118352659
"TALL_002-O-36-24-20140903";0.973210715713715;0.0267892842862855
"TALL_004-M-16-36-20140903";0.999800079968013;0.000199920031987205
"TALL_004-M-34-40-20140903";0.987205117952819;0.0127948820471811
"TALL_004-M-38-6-20140903";0.992203118752499;0.007796881247501
"TALL_006-M-14-30-20140903";0.993802479008397;0.00619752099160336
"TALL_006-M-14-6-20140903";0.992802878848461;0.00719712115153938
"TALL_006-M-26-35-20140903";0.995601759296281;0.00439824070371851
"UNDE_001-M-22-32-20140708";0.992403038784486;0.00759696121551379
"UNDE_001-M-7-0-20140708";0.988804478208717;0.0111955217912835
"UNDE_001-O-30-37-20140708";0.993602558976409;0.00639744102359056
"UNDE_006-M-10-34-20140707";0.996801279488205;0.00319872051179528
"UNDE_006-M-25-6-20140707";0.992802878848461;0.00719712115153938
"UNDE_006-M-9-4-20140707";0.997201119552179;0.00279888044782087
"UNDE_007-M-33-2-20140710";0.990803678528589;0.00919632147141144
"UNDE_007-M-4-9-20140710";0.992802878848461;0.00719712115153938
"UNDE_008-M-15-7-20140707";0.993202718912435;0.00679728108756497
"UNDE_008-M-33-11-20140707";0.996801279488205;0.00319872051179528
"UNDE_008-M-4-7-20140707";0.993802479008397;0.00619752099160336
"UNDE_013-M-2-0-20140708";0.992602958816473;0.00739704118352659
"UNDE_013-M-39-30-20140708";0.991003598560576;0.00899640143942423
"UNDE_013-M-8-11-20140708";0.995801679328269;0.00419832067173131
"UNDE_014-M-36-16-20140711";0.998000799680128;0.00199920031987205
"UNDE_014-M-6-12-20140711";0.997201119552179;0.00279888044782087
"UNDE_017-M-0-30-20140707";0.995201919232307;0.00479808076769292
"UNDE_017-M-23-38-20140707";0.983206717313075;0.0167932826869252
"UNDE_019-M-23-30-20140708";0.994602159136345;0.00539784086365454
"UNDE_019-M-30-38-20140708";0.993402638944422;0.00659736105557777
"UNDE_019-M-33-4-20140708";0.993002798880448;0.00699720111955218
"UNDE_027-M-19-30-20140708";0.995601759296281;0.00439824070371851
"UNDE_027-M-23-8-20140708";0.996601359456218;0.00339864054378249
"UNDE_027-M-31-3-20140708";0.99500199920032;0.00499800079968013
"UNDE_032-M-2-27-20140708";0.992003198720512;0.0079968012794882
"UNDE_034-M-28-34-20140715";0.995401839264294;0.00459816073570572
"UNDE_034-M-35-0-20140715";0.993202718912435;0.00679728108756497
"UNDE_034-M-37-20-20140715";0.992802878848461;0.00719712115153938
"UNDE_035-M-1-23-20140715";0.993202718912435;0.00679728108756497
"UNDE_035-M-13-1-20140715";0.992802878848461;0.00719712115153938
"UNDE_035-M-6-13-20140715";0.993202718912435;0.00679728108756497
"UNDE_037-M-25-17-20140710";0.999800079968013;0.000199920031987205
"UNDE_037-O-28-36-20140710";0.990803678528589;0.00919632147141144
"UNDE_037-O-9-7-20140710";0.973610555777689;0.0263894442223111
"UNDE_043-M-17-38-20140710";0.994402239104358;0.00559776089564174
"UNDE_043-M-32-36-20140710";0.995401839264294;0.00459816073570572
"UNDE_044-M-37-7-20140718";0.991203518592563;0.00879648140743703
"UNDE_044-O-37-7-20140718";0.982207117153139;0.0177928828468613
